,Reference area,TIME_PERIOD,Airports: Per 1 000 000 inhabitants,Airports: Per 100 square kilometres,Available seat capacity for schedule flight: Per 1 000 000 US dollars,Available seat capacity for schedule flight: Per 1 000 inhabitants,CO2 emissions in transport sector: Kilogrammes of CO2-equivalent per 1 000 US dollars,CO2 emissions in transport sector: Percentage of CO2 emissions,CO2 emissions in transport sector: Percentage of CO2 emissions from transport,CO2 emissions in transport sector: Tonnes of CO2 per person,Density: Per 100 square kilometres,Employment in the transport sector: Percentage of employment,Expenditure for personal transport equipment operation: Percentage of household expenditure in transport,Expenditure for transport services: Percentage of household expenditure in transport,Fatalities: Per 1 000 000 000 vehicle-kilometres,Fatalities: Per 10 000 road motor vehicles,Fatalities: Per 100 000 inhabitants,First registrations: Per 1 000 000 US dollars,First registrations: Per 1 000 inhabitants,Freight transport: Percentage of freight transport,Freight transport: Tonne-kilometres per 1 000 US dollars,Fuel deliveries to the road sector: Tonnes per 1 000 000 US dollars,Fuel deliveries to the road sector: Tonnes per person,Fuel deliveries to the road sector: Tonnes per vehicle,Household expenditure for transport: Percentage of household expenditure,International traffic: Percentage of seat capacity,International traffic: Seat-kilometres per 1 000 US dollars,Investment (Inland): Percentage of GDP,Investment (Inland): US dollars per person,Investment (Rail): Percentage of GDP,Investment (Rail): Percentage of infrastructure investment,Investment (Rail): US dollars per person,Investment (Road): Percentage of GDP,Investment (Road): Percentage of infrastructure investment,Investment (Road): US dollars per person,Investment (Waterways): Percentage of GDP,Investment (Waterways): Percentage of infrastructure investment,Investment (Waterways): US dollars per person,Maintenance: Percentage of infrastructure maintenance,National traffic: Seat-kilometres per 1 000 US dollars,Passenger transport: Passenger-kilometres per 1 000 US dollars,Stock: Per 1 000 000 US dollars,Stock: Per 1 000 inhabitants,Traffic: Vehicle-kilometres per 1 000 US dollars,Transport infrastructure: Percentage of rail network,Transport infrastructure: Percentage of road network,Value added by the transport sector: Percentage of value added,Vehicle distance travelled: Kilometres,Vehicle purchases: Percentage of household expenditure in transport
351,France,2015,0.796414368,9.679357583,0.02928812,1073.495702,52.24220413,41.89133421,100.00000078800001,1.914829449,203.66920708,5.57800528,56.62741034,18.25452178,5.71012081,0.755848605,5.200736091,1.0885253830000001,39.897655042,99.999999997,171.124162577,17.1550919,0.628784546,0.913843567,12.9821336,,,0.863004374,316.3479575,0.400157658,46.36797562,146.6841438,0.455380304,52.7668593,166.9268817,0.007466412,0.865165073,2.736932038,20.60540862,,402.076970018,18.772460106,688.0658448849999,248.491026,7.047987029,15.924888009,4.530345519,13236.99849,25.11873211
352,France,2016,0.809302737,9.861986971,0.030338972,1124.439168,51.74851683,41.73507156,99.999999218,1.917931142,206.142191633,5.491601103,55.89320922,17.77239083,5.64932248,0.749253559,5.211010402,1.134140493,42.034120084,99.999999992,168.63543050500002,17.04323238,0.631665372,0.908226028,13.13232669,,,0.806708118,305.4024213,0.385593222,47.79835654,145.9773382,0.412509752,51.13494499,156.1673601,0.008605143,1.066698478,3.25772298,20.87130855,,401.775854368,18.765408445,695.493580576,248.8802702,8.072579152,15.294883279,4.483369954,13262.71533,26.33375351
353,France,2017,,,,,49.53228493,41.36825214,99.999999218,1.920913993,206.67638250099998,5.402572924,56.01074139,17.89704551,5.534278934,0.738763879,5.152573253,1.131525903,43.881737685,99.99999999699999,168.678752235,16.3171884,0.632797339,0.907289997,13.64565259,,,0.803129579,297.0782973,0.406346828,50.59542554,150.3080287,0.395256573,49.21454561,146.2057341,0.001526178,0.190028851,0.564534476,20.69335667,,388.87866622599995,17.984534660999998,697.4587413610001,240.0732734,66.255334286,1.052783242,4.532853973,13348.87323,26.0922131
354,France,2018,,,,,45.01981093,41.88925807,100.000000795,1.870926768,206.635290942,5.259168851,57.19376035,17.61103568,5.196774479,0.681250575,4.836330995,1.073408981,44.608557077,100.000000005,157.366803121,14.89731449,0.61910019,0.872070916,14.04382879,,,0.862978954,311.1459526,0.435190508,50.42886695,156.9073785,0.41821203,48.46144024,150.7858099,0.009576415,1.109692811,3.452764267,19.34548582,,360.648203294,17.082686987000002,709.919547163,223.9387214,67.52192505400001,1.057297536,4.316313828,13109.10407,25.19520397
355,France,2019,,,,,45.93968957,42.71919096,100.000000795,1.860323057,206.779202847,5.205350252,57.37835265,17.83022566,5.127284128,0.6809398,4.813913385,1.131539367,45.821584761,99.999999994,164.35096445300002,15.07300474,0.61037997,0.863397368,14.0510745,,,0.906796255,331.3050929,0.472933104,52.15428516,172.7898029,0.427176341,47.10830453,156.0722121,0.006686809,0.737410318,2.443077938,18.26537028,,373.312727972,17.457783980000002,706.95139032,231.8517883,69.032051736,1.057611141,4.440956571,13280.71125,24.79142169
356,France,2020,,,,,40.167392,40.68517835,100.000000001,1.568748859,207.081637212,5.130704137,62.11172551,11.59785127,4.905991542,0.534157658,3.760483012,0.919380038,36.021091083,100.00000000200001,159.554570189,13.25819153,0.519452789,0.737856506,11.70744609,,,0.894219746,313.175559,0.465494454,52.0559355,163.026467,0.415499139,46.46499263,145.5170004,0.013226153,1.47907187,4.632091597,19.75587905,,295.16132237600004,17.968522918,704.002451807,195.6388234,69.63978186,1.05423239,4.129702571,10887.86342,26.29042322
357,France,2021,,,,,40.20244421,40.75692111,100.00000084599999,1.755197667,206.884397428,5.090866141,64.5952535,12.63184736,5.188019002,0.615099926,4.34447021,0.8458694200000001,36.940230364,99.99999999399999,150.676357958,13.41170035,0.585706599,0.82925666,12.648388,,,0.863289421,304.3089359,0.441386058,51.12839876,155.5882862,0.407934398,47.25349205,143.7965988,0.013968965,1.618109194,4.924050869,19.97277804,,291.941865541,16.173159649000002,706.303159231,191.7515973,9.878770385,1.055475824,4.944896077,11856.16178,22.77289915
358,France,2022,,,,,,,,,206.264188036,5.094632883,62.98094643,17.39392871,5.318088433,0.673771689,4.806439587,0.81967038,33.513242074,99.999999996,158.916681139,14.57310772,0.595839618,0.83525416,13.51834963,,,0.854422657,278.8854574,0.439772467,51.47013171,143.5427123,0.400213407,46.84021464,130.6305469,0.014436784,1.689653643,4.712198292,19.88737813,,354.87640298,17.447512885,713.363245243,221.050108,9.91885234,1.066517821,5.421113776,12669.43372,19.62512486
359,France,2023,,,,,,,,,208.06820113,5.056741208,,,5.240303074,0.650845256,4.645723057,0.842264269,37.447740388,99.999999999,138.814515663,12.97963169,0.577084765,0.808470236,,,,,,,,,,,,,,,,,336.43574126,16.054557252,713.7984047980001,199.3974829,70.732325975,1.057034528,4.198553964,12419.99264,
360,Georgia,1994,,,,,,14.17482005,99.371039757,0.30492821,32.633472445,,,,,,10.21489323,,0.604829204,100.000000004,0.0,,,,,,,,,,,,,,,,,,,,,,96.93044526,,,,,,
361,Georgia,1995,,,,,,12.64068256,100.00009723000001,0.220827477,32.443517057,,,,966.0798626,,9.661375239,,0.681663697,99.999999999,0.0,,0.05345961,,,,,,,,,,,,,0.0,0.0,0.0,,,,,97.800598657,,100.0,,,,
362,Georgia,1996,,,,,823.6129473,39.86630443,99.999999998,0.561720854,31.476471437,,,,,,9.72905798,1.217589246,0.830420738,99.99999999699999,484.032529434,111.6395502,0.076140454,,,,,,,,,,,,,0.0,0.0,0.0,,,651.28045775,122.183285537,83.331496608,,100.0,,,,
363,Georgia,1997,,,,,538.1672446,34.46195935,99.99994706999999,0.434318342,31.221758523,,,,,,10.32204552,,,100.0,658.3354739179999,209.0858197,0.168739007,,,,,,,,,,,,,0.0,0.0,0.0,,,1052.2971687059999,96.0826253,77.54178071700001,,100.0,,,,
364,Georgia,1998,,,,,344.7681268,25.37496138,100.00000000499999,0.293575489,31.358468842999997,,,,,,10.98122423,,,100.0,821.281916059,185.6926798,0.158120203,,,,,,,,,,,,,0.0,0.0,0.0,,,1191.950545797,77.570280382,66.05229937200001,,100.0,,,,
365,Georgia,1999,,,,,401.8244337,25.66057006,100.000000003,0.270643983,31.313858107999998,,,,1672.354949,,12.96548247,,,100.0,3388.147252246,110.7132623,0.074569565,,,,,,,,,,,,,0.0,0.0,0.0,,,1663.9698333340002,98.284805756,66.198530162,115.1060788,100.0,,,,
366,Georgia,2000,,,,,310.8168014,20.51687922,99.999999999,0.233123488,31.54986329,,,,1580.777743,,12.2635255,,,100.0,4077.8327535440003,68.6725472,0.051506807,,,,,,,,,,0.529529546,,8.295900419,0.0,0.0,0.0,31.91489362,,1622.9996294920002,87.246836158,65.43817209,103.4339366,98.84763124,,,,
367,Georgia,2001,,,,,358.3604095,34.11535245,99.99999999699999,0.287399302,31.362786008,,,,1735.074627,,13.90005363,,,100.0,4439.863504162,,,,,,,,,,,,0.913994606,,15.24231812,0.0,0.0,0.0,21.79487179,,1604.339600785,82.187638325,65.913157545,99.89245838,100.0,,,,
368,Georgia,2002,,,,,356.7326954,42.9604902,99.999999999,0.304480692,31.362786008,,,,1583.154012,,12.9445283,,,100.000000002,4660.651187237,,,,,,,2.333690987,41.40969029,1.153433476,49.42528736,20.46685842,1.180257511,50.57471264,20.94283187,0.0,0.0,0.0,15.38461538,,1567.023624981,79.6580053,67.990192324,95.79574537,100.0,,,,
369,Georgia,2003,,,,,310.4128523,41.0257981,100.00000000099999,0.313526764,31.387249962,,,,1741.248097,,14.47465114,,,100.0,4161.593164042,,,,,,,1.70479093,33.82588621,0.537125909,31.50684932,10.657471,1.16766502,68.49315068,23.16841521,0.0,0.0,0.0,13.79310345,,1389.571204417,69.174106446,69.868027623,82.30240481,94.69309463,,,,
370,Georgia,2004,0.763875804,4.317167938,0.061730282,80.56725417,234.6977851,37.53630754,99.999916876,0.306315725,1.922578788,,,,,,16.21962957,,,100.0,3041.247504433,,,,,99.33531541,128.5719652,1.231639913,26.01355372,0.264649899,21.48760331,5.58968923,0.966990015,78.51239669,20.42386449,0.0,0.0,0.0,13.63636364,0.860316435,1134.3140144059998,54.80156194,71.524237777,,93.26347305,,,,
371,Georgia,2005,0.768744095,4.317167938,0.063592044,104.4679663,236.1935382,37.24407574,99.999999995,0.38801487,1.922578788,,,,,,14.88801064,,,100.00000000200001,2905.787952391,,,,,,,1.488697089,34.67903491,0.275365936,18.49710983,6.414619174,1.213331153,81.50289017,28.26441574,0.0,0.0,0.0,9.032258065,,930.483694761,65.388668064,107.41943113800001,,93.26347305,,,,
372,Georgia,2006,0.773126733,4.317167938,0.054741417,109.2649704,202.928136,34.72956866,99.999999998,0.405048569,2.177291697,,,,,,17.3953515,,,100.00000000200001,1030.552692743,,,,,,,2.472824313,63.3889857,1.00073242,40.46920821,25.65302061,1.472091893,59.53079179,37.73596509,0.0,0.0,0.0,9.777777778,,784.6449083819999,60.31321852400001,120.38639845,,100.0,,,,
373,Georgia,2007,0.777170261,4.317167938,0.050524475,133.1505083,203.1344329,37.89334457,97.251790858,0.535333787,2.177291697,,,,,,19.09248274,,,99.99999999900001,739.604538183,,,,,,,4.501641775,130.5945772,2.853982041,63.39869281,82.79525482,1.647659735,36.60130719,47.79932237,0.0,0.0,0.0,8.496732026,,608.4091286,45.129569447,118.93295556,,100.0,,,,
374,Georgia,2008,0.77953482,4.317167938,0.051553147,171.4015179,136.3164382,37.37349778,96.61017240999999,0.453218686,2.243488272,,,,,,22.52855631,,,100.000000004,556.297949485,,,,,,76.69691152,1.981661765,59.05565019,0.555704093,28.04232804,16.56057915,1.425957672,71.95767196,42.49507104,0.0,0.0,0.0,8.724832215,,487.86552698,40.194932899,133.63825266,,97.75497114,,,,
375,Georgia,2009,0.786489371,4.317167938,0.05928362,167.3392462,201.5494786,41.0048679,94.958957488,0.568911543,2.253561664,,,,,,19.34763853,,,100.0,560.088675593,,,,,,,4.012017748,116.2328454,1.180982498,29.43612348,34.2144439,2.83103525,70.56387652,82.01840151,0.0,0.0,0.0,4.825953493,,589.79674419,50.506551238,142.56430661,,94.89144317,,,,
376,Georgia,2010,0.792247593,4.317167938,0.064738067,212.4528118,184.5585653,45.23681253,99.999955746,0.59671851,2.253561664,,,,,,18.08965338,,,99.999999998,551.132994475,,,,,99.85914841,114.355582,3.372102278,106.1090486,0.889485004,26.37775876,27.98918885,2.482617274,73.62224124,78.1198597,0.0,0.0,0.0,3.856241823,0.161298853,526.210096898,46.833854525999996,153.69603308,,94.89144317,,7.248536902,,
377,Georgia,2011,0.798628276,4.317167938,0.057653522,237.5133804,153.1566241,38.86321031,99.999956779,0.615958297,2.138437185,,,,,,14.00261577,,,99.999999995,431.909760473,,,,,,,4.623846973,158.9135399,2.398311895,51.86832326,82.42578855,2.225535078,48.13167674,76.48775131,0.0,0.0,0.0,5.128687592,,432.3164495,43.301287391,178.38693593,,84.92597577,,7.313864519,,
378,Georgia,2012,0.804532414,4.317167938,0.056086777,254.1120993,148.7470376,37.10585684,99.99999999699999,0.657748961,29.303496909,,,,,,16.22473701,,,100.000000003,391.45741305900003,,,,,,,3.205825372,118.15155,1.855607069,57.88235021,68.38889395,1.350218303,42.11764979,49.76265606,0.0,0.0,0.0,7.830271045,,405.115398627,42.848538057,194.13367143,,100.0,,7.12091572,,
379,Georgia,2013,0.80695748,4.317167938,0.070394733,331.7001411,178.8099359,41.50925586,100.000032532,0.826796529,30.159735214999998,,,,,,13.82587149,,,100.0,352.35299408,,,,,99.46890235,116.6940548,2.270011725,86.47338768,0.475138364,20.93109734,18.09982895,1.794873361,79.06890266,68.37355873,0.0,0.0,0.0,5.612804558,0.623068487,398.351678211,45.131598259,212.66019450000002,,100.0,,6.296089856,,
380,Georgia,2014,0.806578671,4.317167938,0.072446894,349.9427598,195.0711642,42.80312258,100.00002908,0.924496439,30.227370843000003,,,,,,13.73872336,,,100.0,314.116177999,,,,,,,2.225391999,88.51014191,0.565868324,25.42780438,22.50618574,1.659523674,74.57219562,66.00395616,0.0,0.0,0.0,6.511619317,,396.426060251,48.636272134,234.92948084999998,,100.0,,6.150832956,,
381,Georgia,2015,0.805309459,4.317167938,0.096608361,394.8018885,252.8082728,43.31312657,100.000000002,1.014800783,,,,,,,16.15987648,,,100.0,323.55169183799995,,,,,,,2.056263055,84.03171785,0.642590483,31.25040261,26.26025015,1.413672571,68.74959739,57.7714677,0.0,0.0,0.0,7.376739215,,474.312201296,62.251227670999995,254.39725807,,,,6.140785529,,
382,Georgia,2016,0.804827894,4.317167938,0.111055947,460.1493492,283.4122808,47.03691902,99.9999767,1.151256672,32.095265503,,,,,,15.58683355,,,100.0,265.33510475500003,,,,,,,2.084226688,87.76429065,0.634832111,30.45888023,26.73202017,1.449394578,69.54111977,61.03227048,0.0,0.0,0.0,8.108616259,,484.95559795500003,66.495953132,275.51941582,,73.66751269,,5.597371328,,
383,Georgia,2017,,,,,238.2607309,42.42628186,100.000025841,1.038084991,,,,,,,13.86801087,0.17331258900000002,0.7658253589999999,100.0,221.371349849,,,,,,,2.432810834,106.7772287,0.321054666,13.19686106,14.09124251,2.111756168,86.80313894,92.68598616,0.0,0.0,0.0,8.967674661,,469.658402702,65.801842413,290.76202705000003,,,,5.451485552,,
384,Georgia,2018,,,,,213.6165419,41.91665016,100.00000000200001,1.008861282,,,,,,,12.31702575,0.1978186,0.950477238,100.0,183.831171995,,,,,,,3.010303985,139.0110811,0.356140808,11.83072572,16.44601973,2.654163177,88.16927428,122.5650614,0.0,0.0,0.0,6.989496447,,445.327313263,63.641516437,305.78425236,,,,5.686459841,,
385,Georgia,2019,,,,,223.2467958,40.95555212,99.999999999,1.04879305,32.077996832,,,,,,12.92954794,,,100.0,206.180409715,,,,,,,3.073718004,148.129,0.266735741,8.677950952,12.85456197,2.806982263,91.32204905,135.2744381,0.0,0.0,0.0,5.369491525,,465.983665589,67.163730028,318.56148162,,98.47586791,1.108479394,6.646536644,,
386,Georgia,2020,,,,,238.0767171,40.53360483,99.99999999799999,1.013416011,31.981580081,,,,,,12.08794869,0.18520846800000001,0.79673013,100.0,227.16043417999998,,,,,,,,,,,,,,,0.0,0.0,0.0,,,381.08302742200004,77.718119068,334.32794767,,98.47396768,1.108479394,6.004550111,,
387,Georgia,2021,,,,,223.6482179,42.14227521,100.00000000399999,1.123216785,1.603108361,,,,,,12.10696191,0.244996292,1.24521047,100.0,214.499505919,,,,,,,,,,,,,,,0.0,0.0,0.0,,,290.990265781,70.10719037700001,356.32460677,,98.47396768,,6.069162387,,
388,Georgia,2022,,,,,,,,,1.603108361,,,,,,11.58248534,0.220215927,1.482019403,100.0,197.03753978,,,,,,,,,,,,,,,0.0,0.0,0.0,,,321.56444291,56.733458255,381.807471049,,98.47396768,,6.481474047,,
389,Georgia,2023,,,,,,,,,1.603108361,,,,,,11.75417812,0.261629944,2.124527805,100.0,149.90056349,,,,,,,,,,,,,,,,,,,,279.74577869,48.885304456,396.96598606,,98.47396768,,6.12522805,,
390,Germany,1994,,,,,75.29943153,19.32665506,99.895109825,2.038800308,77.29970496,,,,15.99408085,,12.05083384,1.559958311,42.237288504,100.0,356.521178557,,,,,,,,,,,,,,,,,,,,426.663991797,19.074096518,516.448491802,278.275373,,4.874367903,,,
391,Germany,1995,,,,,64.94691499,19.60408625,99.89629127099998,2.055974597,77.5073045,,46.22874252,14.85369585,15.13889867,,11.57471302,1.37418073,43.501368558,100.0,301.472826741,,,,13.52954285,,,0.880075583,283.2302837,0.303334195,34.46683459,97.62051341,0.539213875,61.26904162,173.5324804,0.037527512,4.264123786,12.0772899,,,369.277877391,16.585231119,525.025737946,241.5221041,,4.889452067,4.003240605,,38.91756162
392,Germany,1996,,,,,67.69461775,19.05781722,99.89698303600001,2.06378591,77.88879658,,45.80892791,14.045811,13.88186624,,10.69159259,1.573606105,47.974072002,100.0,308.467752448,,,,14.01219518,,,0.889100542,291.3793416,0.270638812,30.43961833,88.69475948,0.579062965,65.12907569,189.7726719,0.039398765,4.431305977,12.91191018,,,382.879467122,17.488148537999997,533.156102089,252.6294608,1.063048058,4.866797071,3.975784712,,40.1452611
393,Germany,1997,,,,,76.76491767,19.86169438,99.897435555,2.069872798,77.19782266,,46.14427861,14.42648635,13.42945022,,10.42119079,1.748225734,47.138779723,100.0,359.83206491000004,,,,13.79931612,,,0.836346021,282.9174506,0.241949876,28.92939885,81.84631771,0.556612192,66.55285941,188.2896531,0.037783953,4.517741739,12.78147975,,,432.89455305,20.030955851999998,540.110351527,287.7917143,1.130649993,4.894103188,4.158834138,,39.42923504
394,Germany,1998,,,,,77.18101149,20.40357813,99.89921869900002,2.106188408,77.01306515,,44.75294628,14.31088582,12.02398625,,9.496973053,1.81187029,49.444018161,100.0,369.750333418,,,,13.75903071,,,0.79928714,279.3221297,0.219566922,27.47034346,76.73074838,0.538616574,67.38711881,188.2271354,0.041103643,5.142537731,14.36424591,,,432.48036343399997,20.019606103,546.313813626,289.4343564,1.274720663,4.953937528,4.109769604,,40.93616791
395,Germany,1999,,,,,80.94203246,21.80026856,99.90197470400001,2.163980587,76.86973465,,45.17585364,14.02229057,11.62394185,,9.466476244,1.87677375,50.175442233,99.99999998999999,392.994345938,,,,13.77091016,,,0.939314778,336.9821281,0.356886204,37.99431378,128.0340471,0.541204576,57.61695529,194.1588421,0.041223998,4.388730938,14.78923891,,,451.150461919,20.8385712,557.118046568,304.618049,1.308461026,4.990573602,4.252668687,,40.80185579
396,Germany,2000,,,,,89.05134534,21.3551567,99.899604208,2.110050299,76.61899985999999,,49.61515063,14.76247785,11.31158959,,9.126459522,1.878671745,44.514680356999996,100.0,455.093531944,,,,13.35282909,,,0.858190025,312.5314753,0.251530281,29.30939227,91.60107604,0.567401107,66.1160221,206.6333793,0.039258638,4.574585635,14.29701997,,,500.90909157699997,24.353673007,577.054492192,340.5072291,1.730075435,5.075095115,4.308197396,,35.62237152
397,Germany,2001,,,,,87.13006602,20.38979355,99.89727545299999,2.05873771,76.50730868000001,,48.90379424,14.43887988,10.21911709,,8.47238173,1.851436651,43.746354353,100.0,461.721457307,,,,13.31830814,,,0.823137894,307.8322999,0.252285343,30.64921993,94.34819862,0.532004014,64.631214,198.9557525,0.038848537,4.719566068,14.52834877,,,512.444721084,24.773999343,585.368207659,350.8804167,1.759017396,5.1033133,4.395125382,,36.65732589
398,Germany,2002,,,,,80.40634443,20.43317689,99.895791339,2.026020016,76.64535917,,49.06991418,14.34502776,9.954533881,,8.294490038,1.679414969,42.316664890999995,100.0,427.667888572,,,,13.57226968,,,0.902680472,341.4600243,0.338334577,37.4811007,127.9829756,0.527496224,58.43664953,199.5377977,0.036849672,4.082249773,13.93925107,,,482.047320918,23.371918229000002,588.908428999,330.6856494,1.801474696,5.197749384,4.425745198,,36.58505805
399,Germany,2003,,,,,65.57154927,19.9876636,99.893830905,1.987497107,78.25205699,,49.33472116,14.49567976,9.693425093,,8.012438387,1.3893512839999997,42.111730781,100.0,358.131254853,,,,13.44473632,,,0.852019154,325.3793324,0.326826644,38.35907233,124.8124935,0.487888694,57.26264395,186.3208086,0.037303816,4.378283713,14.24603032,,,398.364920785,19.600578994,594.1005093160001,272.7070843,1.553056753,5.204390286,4.478139832,,36.16959908
400,Germany,2004,0.30297059,7.168047711,0.025533294,870.8549321,58.26894222,20.38085321,99.893800469,1.987358891,66.36665998,,48.94642039,14.33796367,8.388869025,,7.079816754,1.244189855,42.435139448,99.99999998999999,336.90905955299996,18.58802385,0.633975097,,13.54991689,92.90248475,62.08684041,0.791330021,307.4939624,0.283047222,35.76854334,109.9861112,0.473365981,59.81903485,183.9399205,0.034916818,4.412421805,13.56793065,,4.743277831,364.01056726300004,17.57928142,599.570278669,247.4455372,,5.259497034,4.467048845,,36.71561594
401,Germany,2005,0.351645486,8.315173758,0.028340692,978.3277007,54.66690838,19.77672138,99.888095593,1.887114778,77.32710173,,49.54577514,14.73834598,7.83447784,,6.500591213,1.253755318,43.279944413,99.99999998999999,344.390684814,17.99909053,0.621333067,,13.44349925,,,0.629329068,245.0305942,0.149061971,23.68585515,58.03759161,0.445743802,70.82841469,173.5512854,0.034523294,5.485730158,13.4417172,,,356.990523737,17.657614578,609.5452324129999,240.3637075,2.243103178,5.340850181,4.624061711,,35.71587888
402,Germany,2006,0.315624182,7.455838495,0.028757338,1045.440462,51.2515021,19.21704604,99.88653015199999,1.863190974,,,48.41535672,14.97845948,7.407278076,,6.18016428,1.2335037749999997,44.842633489,100.00000001,347.876427111,17.16911666,0.624163801,,13.65139981,,,0.649915307,258.4231304,0.166493367,25.61770208,66.20206767,0.449880088,69.22134056,178.8839552,0.033541852,5.160957358,13.33710756,,,341.986091327,16.970827248000003,616.955214523,229.5042563,,,4.698084874,,36.6061838
403,Germany,2007,0.340357783,8.030515961,0.026564805,1106.161227,43.3154625,19.34507832,99.88262811300001,1.803659362,10.8999914,,50.64792575,15.99857664,7.151734104,,6.015823817,0.986898494,41.094555622,99.99999998999999,316.940923997,15.0470973,0.626562692,,13.09006812,,,0.620151627,243.5454468,0.153467624,24.74679053,60.26968156,0.433878098,69.96322818,170.3922566,0.032805905,5.289981292,12.88350857,,,299.809090275,13.137838143,547.060942521,202.0095713,2.431259045,,4.75794782,,33.35349761
404,Germany,2008,0.328826795,7.744600293,0.024597555,1121.96064,39.75520558,19.23957294,99.883032695,1.813342688,77.10093796,4.779993176,51.37597833,16.13417797,6.487465585,,5.452435405,0.8870860599999999,40.462380653000004,100.0,288.954346435,,,,13.24386352,91.66351228,49.35535212,0.633460175,244.9103121,0.149853328,23.65631393,57.93675227,0.448067732,70.73337053,173.2333185,0.035539115,5.610315542,13.7402413,,4.488703048,275.956355074,12.077101679,550.869084995,184.2594561,2.285835229,5.474049671,4.780197895,,32.4898437
405,Germany,2009,0.341870712,8.03189811,0.025791461,1074.223379,43.10992323,20.41972398,99.88157355199999,1.79554416,10.88150082,4.731847874,47.12674649,15.50271411,5.939064512,,5.069454271,1.169025005,48.690301237,100.00000001000001,281.391668435,,,,13.53616726,,,0.703348285,258.1783563,0.139508449,19.83490292,51.20942632,0.516001357,73.36356238,189.4088394,0.047838478,6.801534705,17.5600905,,,305.473771945,13.410744055,558.5621903919999,204.9389498,2.277640112,,4.797392484,,37.3705394
406,Germany,2010,0.354623242,8.319706228,0.027252676,1132.960653,43.56993943,19.51948844,99.882424997,1.811309388,10.86639699,4.68674779,51.74881774,16.41634003,5.175936436,,4.460915811,0.9084105280000001,37.764856179,100.0,295.73171278800004,,,,12.82997652,92.62202904,62.99074726,0.669045391,256.0538105,0.148455779,22.18919392,56.81627654,0.477694587,71.3994288,182.8209581,0.042895024,6.41137728,16.41657583,,5.017638991,307.934598274,13.643677288,567.2011653930001,207.314375,55.474298386,,4.647299999,,31.83484223
407,Germany,2011,0.411086976,9.467523525,0.025677343,1199.283119,39.99203811,20.50522687,99.883851668,1.867863965,10.85781501,4.729685133,51.78820178,16.19320405,5.586677815,,4.994083898,0.895044957,41.803870575,100.0,272.94240852,,,,13.71913119,,,0.647693016,259.0269596,0.151695154,23.42084145,60.66629353,0.456273482,70.4459475,182.473996,0.03972438,6.133211051,15.88667011,,,282.152391669,12.561237120000001,586.683749261,191.3949889,55.760186018999995,,4.521821532,,32.01859417
408,Germany,2012,0.373014523,8.607333448,0.027512179,1206.570308,42.10582419,19.93087923,99.88273439,1.846586898,10.88569461,4.779244977,51.8532408,17.27944765,5.004865842,,4.476174276,0.924194261,40.531335315999996,100.0,280.955070241,,,,13.55326224,,,0.648924894,257.4549435,0.215458364,33.20235756,85.4811109,0.405054438,62.41930957,160.7015982,0.028412092,4.378332866,11.2722344,,,300.872620513,13.516022480999998,592.7568064999999,203.9327156,55.639018474,,4.517996753,,30.86731156
409,Germany,2013,0.396797817,9.172208209,0.02666922,1234.756339,40.80743084,19.95241454,99.885699638,1.889340095,10.85186884,4.839205833,51.9770641,17.03170399,4.601074824,0.65730211,4.14033722,0.90548054,41.922780538999994,100.0,267.990393965,,,,13.29926929,93.88677821,61.44457789,0.636822206,253.5112619,0.205356895,32.2471317,81.75011051,0.405143436,63.61955234,161.28273,0.026321874,4.133315956,10.47842144,,4.000822476,286.56289986,13.605037084,629.898665921,194.3593599,56.061806659,,4.685345155,14285.8383,30.9912319
410,Germany,2014,0.382798753,8.885067355,0.026538061,1274.460704,39.74526065,21.37609036,99.772783754,1.90872123,10.82688449,4.826682137,51.42025882,17.21955402,4.56043214,0.655527055,4.170036736,0.897436251,43.098373101,100.0,258.670629198,,,,13.52172427,,,0.663999315,269.658579,0.233929253,35.23034559,95.0016493,0.40342553,60.75691967,163.8362462,0.026644531,4.012734745,10.82068349,,,279.313982643,13.246220868,636.134955045,190.4042399,56.502978161,,4.533063241,14374.2311,31.36018715
411,Germany,2015,0.367257249,8.59943817,0.031963319,1313.797104,46.93563357,21.59706478,99.760558401,1.929207383,11.02619962,4.869962319,49.28385062,17.70099464,4.597899774,0.660455899,4.234476076,1.096628226,45.075012351000005,100.0,302.579867336,,,,13.19756125,,,0.628420961,258.301479,0.226594235,36.0577144,93.13760959,0.377703904,60.1036451,155.2486042,0.024122822,3.8386405,9.915265185,,,327.76250491300004,15.598377458000002,641.1444098290001,224.0596993,55.474964903,,4.643819971,14364.29525,33.01515474
412,Germany,2016,0.364304613,8.587130753,0.032673142,1376.719446,46.406692,21.92338152,99.763861279,1.95539798,11.05535837,4.888570568,47.69652944,18.22844836,4.168508646,0.601378756,3.893201965,1.116208232,47.032684886000006,100.0,305.894082941,,,,13.41961818,,,0.615138736,255.4889504,0.20457837,33.25727325,84.96865836,0.385677919,62.69771301,160.1857289,0.024882446,4.045013743,10.33456316,,,323.37639757,15.364000103,647.3793644780001,221.6520115,2.573596044,,4.448298415,14426.71244,34.0750222
