,Reference area,TIME_PERIOD,Airports: Per 1 000 000 inhabitants,Airports: Per 100 square kilometres,Available seat capacity for schedule flight: Per 1 000 000 US dollars,Available seat capacity for schedule flight: Per 1 000 inhabitants,CO2 emissions in transport sector: Kilogrammes of CO2-equivalent per 1 000 US dollars,CO2 emissions in transport sector: Percentage of CO2 emissions,CO2 emissions in transport sector: Percentage of CO2 emissions from transport,CO2 emissions in transport sector: Tonnes of CO2 per person,Density: Per 100 square kilometres,Employment in the transport sector: Percentage of employment,Expenditure for personal transport equipment operation: Percentage of household expenditure in transport,Expenditure for transport services: Percentage of household expenditure in transport,Fatalities: Per 1 000 000 000 vehicle-kilometres,Fatalities: Per 10 000 road motor vehicles,Fatalities: Per 100 000 inhabitants,First registrations: Per 1 000 000 US dollars,First registrations: Per 1 000 inhabitants,Freight transport: Percentage of freight transport,Freight transport: Tonne-kilometres per 1 000 US dollars,Fuel deliveries to the road sector: Tonnes per 1 000 000 US dollars,Fuel deliveries to the road sector: Tonnes per person,Fuel deliveries to the road sector: Tonnes per vehicle,Household expenditure for transport: Percentage of household expenditure,International traffic: Percentage of seat capacity,International traffic: Seat-kilometres per 1 000 US dollars,Investment (Inland): Percentage of GDP,Investment (Inland): US dollars per person,Investment (Rail): Percentage of GDP,Investment (Rail): Percentage of infrastructure investment,Investment (Rail): US dollars per person,Investment (Road): Percentage of GDP,Investment (Road): Percentage of infrastructure investment,Investment (Road): US dollars per person,Investment (Waterways): Percentage of GDP,Investment (Waterways): Percentage of infrastructure investment,Investment (Waterways): US dollars per person,Maintenance: Percentage of infrastructure maintenance,National traffic: Seat-kilometres per 1 000 US dollars,Passenger transport: Passenger-kilometres per 1 000 US dollars,Stock: Per 1 000 000 US dollars,Stock: Per 1 000 inhabitants,Traffic: Vehicle-kilometres per 1 000 US dollars,Transport infrastructure: Percentage of rail network,Transport infrastructure: Percentage of road network,Value added by the transport sector: Percentage of value added,Vehicle distance travelled: Kilometres,Vehicle purchases: Percentage of household expenditure in transport
0,Australia,1994,,,,,190.0288119,23.58217733,99.95311438,3.64102241,,5.10815917,50.20657147,18.9047553,,,10.82813437,1.483798976,28.42952513,100.0,1191.455780481,,,,12.68750704,,,,,,,,,,,,,,,,710.068632222,25.085591764,480.63886891199996,,,,5.406674934,,30.88867323
1,Australia,1995,,,,,183.767208,23.6722218,99.95537179700001,3.751218475,10.54371738,5.061894204,50.13672697,19.91743795,12.1130956,1.850363821,11.20251718,1.453049629,29.66295475,100.0,1146.678002745,,,,12.596172,,,1.082889042,422.3576321,0.197564768,18.24423006,77.05589806,0.885324274,81.75576994,345.3017341,0.0,0.0,0.0,,,677.784198405,29.656816451,605.422407123,453.0295313,,,5.299568575,15275.73035,29.94583509
2,Australia,1996,,,,,169.1730774,23.71916015,99.95637460600001,3.842212798,,5.169714845,48.95696203,20.51392405,,1.73525642,10.80946604,1.310132744,29.75769183,100.0,1071.102380136,,,,12.53693635,,,1.06028444,436.4110685,0.199423029,18.80844621,82.08214107,0.860861412,81.19155379,354.3289275,0.0,0.0,0.0,,,611.4230646120001,27.425631762000002,622.9319145799999,,,,5.251561999,,30.52911392
3,Australia,1997,,,,,172.7965324,23.55221783,99.96343375200001,3.874795182,,5.143355925,47.16803095,19.94055342,,1.521387112,9.591252517,1.48039827,33.1987066,100.0,1149.1478006329999,,,,12.62775658,,,1.092320696,463.799361,0.236765559,21.67546217,100.530655,0.855555136,78.32453783,363.2687059,0.0,0.0,0.0,,,616.8549002699999,28.112081091999997,630.428142754,,,,5.14893154,,32.89141563
4,Australia,1998,,,,,192.8604523,22.12117967,99.963789371,3.836493281,,5.070500189,46.7714642,20.60473815,10.45314845,1.46060365,9.431638197,1.839476606,36.5931977,100.0,1345.810807491,,,,12.54752958,,,1.166591202,515.5716675,0.192908323,16.53606869,85.25528512,0.97368288,83.46393131,430.3163824,0.0,0.0,0.0,,,694.8934744310001,32.460010656,645.735631205,453.5591382,,,5.261060183,13972.85857,32.62379765
5,Australia,1999,,,,,181.521607,22.13284661,99.969126139,3.868409459,,5.121662281,47.47001419,21.16203087,10.19340896,1.44386437,9.376861817,1.624280956,34.6384146,100.0,1281.4798150230001,,,,12.23776868,,,1.219191325,550.9487507,0.16438107,13.48279525,74.28329199,1.054810255,86.51720475,476.6654587,0.0,0.0,0.0,,,655.21583966,30.453293127000002,649.4281602469999,431.3613345,,,5.068598498,14164.68599,31.36795495
6,Australia,2000,,,,,195.4008165,22.41619397,99.969713763,3.942143336,,5.106309649,47.62187989,22.01471084,9.843276831,,9.548683096,1.715740525,34.6413295,100.0,1402.206784376,,,,12.29799581,,,1.072289995,487.3853224,0.116312848,10.84714473,52.86739131,0.955977147,89.15285527,434.5179311,0.0,0.0,0.0,,,697.890062356,,,480.4639844,,,4.994363824,,30.36340927
7,Australia,2001,,,,,203.5392414,21.82447525,99.969129385,3.860866324,,5.143507803,47.54559032,21.91086307,9.134797425,1.397990515,9.011812946,1.764768751,33.49924857,100.0,1517.154071686,,,,11.75272351,,,0.877281659,411.7203241,0.085966537,9.799194574,40.34527566,0.791315122,90.20080543,371.3750484,0.0,0.0,0.0,,,727.951768002,33.959452762,644.626186453,519.7158806,,,4.969785748,15304.01223,30.54354661
8,Australia,2002,,,,,185.3440819,21.81694183,99.957847118,3.905184556,10.54400375,4.829076239,47.22303101,22.32493813,8.922579068,1.343201754,8.797032707,1.650430097,34.79336719,100.0,1447.649212489,,,,11.85053557,,,0.842514337,402.2193932,0.114638983,13.60676938,54.72906525,0.727875354,86.39323062,347.490328,0.0,0.0,0.0,,,662.467674237,31.066736267,654.930108521,467.6774993,,,5.076354898,15053.96303,30.45203086
9,Australia,2003,,,,,146.774635,21.93625767,99.48060651099999,3.874518026,10.54678937,4.951100602,47.16118314,22.45876651,7.718312542,1.236835919,8.219773936,1.419020973,37.47826463,100.0,1197.4306029680001,50.86498641,1.34341314,2.021444432,11.78858998,,,0.986540914,469.0399707,0.160260886,16.24472784,76.19426671,0.826280027,83.75527216,392.845704,0.0,0.0,0.0,,,535.43953624,25.162693374,664.58079129,403.2244459,,,5.145854816,16024.69338,30.38005035
10,Australia,2004,0.652193915,0.169220155,0.021882904,697.6487205,124.6706419,21.89179589,99.53609591600001,3.972468035,10.55183994,5.025934886,48.67913751,23.19164802,7.302671034,1.174905241,7.941715136,1.200790013,38.28237809,100.0,1033.778998058,42.85310379,1.366199506,2.021169146,11.97478393,59.57832913,127.8829148,1.088169506,531.4780349,0.17450633,16.03668628,85.23146508,0.913663176,83.96331372,446.2465698,0.0,0.0,0.0,,86.76378087,457.86708397999996,21.202136332000002,675.9451619100001,341.1149289,,,5.272440819,16088.70557,28.12921446
11,Australia,2005,0.59474118,0.15620322,0.021662269,758.7581586,112.3170502,21.78050634,99.508623051,3.931902878,10.55183994,5.012815979,48.978743,24.63197611,7.414226018,1.173928258,8.063699159,1.116547451,39.10899048,100.0,983.318833733,38.664375,1.354286083,1.971594762,12.01762325,,,1.304800841,642.2951622,0.241280059,18.49171544,118.7713937,1.063520783,81.50828456,523.5237685,0.0,0.0,0.0,,,412.767665,19.610710955000002,686.89880339,310.5053407,,,5.118261754,15833.45659,26.38928089
12,Australia,2006,0.635666794,0.169220155,0.020264762,745.8614424,108.0183642,21.98941564,99.383286048,3.972996043,10.61842157,4.946252703,48.2695326,26.26027507,7.269815707,1.117727089,7.813811827,1.02195539,37.61392005,100.0,953.383334657,37.26892348,1.371713797,1.96216866,12.33521086,,,1.33980662,661.7865856,0.223145405,16.65504574,110.2208585,1.116661214,83.34495426,551.5657271,0.0,0.0,0.0,,,382.380192076,18.993741075,699.080473721,292.0269202,,,5.444541758,15374.90266,25.47019233
13,Australia,2007,0.57615795,0.15620322,0.016851187,737.2816733,91.77924195,22.01092067,99.371296971,4.012848562,10.54408185,5.138529097,48.46211901,26.96429608,7.176337337,1.089622653,7.696509952,0.91652701,40.10035327,100.0,825.531794447,32.04086526,1.401868141,1.984675252,13.07209879,,,1.420048245,720.3235502,0.246234653,17.33987936,124.9032346,1.173813593,82.66012064,595.4203156,0.0,0.0,0.0,,,320.32795710299996,16.144135035,706.3463605970001,245.1252556,,,5.346067222,15183.5484,24.57358491
14,Australia,2008,0.517666572,0.143186285,0.016662202,775.8793167,86.24104622,22.2713609,99.32426603799999,4.014212771,10.56181092,5.284577544,51.75275322,27.53994106,6.385150538,0.943535971,6.762607852,0.799642123,37.23552121,100.0,815.234748426,30.17029679,1.404886878,1.96013333,11.37342936,56.62656607,88.06479415,1.424943605,713.5101987,0.25692366,18.03044408,128.6490574,1.168019945,81.96955592,584.8611413,0.0,0.0,0.0,,67.45371998,297.864588556,15.391961518,716.730263518,227.4475641,,,5.019235194,14777.03565,20.70730572
15,Australia,2009,0.507107504,0.143186285,0.017580532,797.3596572,86.08944077,21.74114848,99.83728033300001,3.90400372,10.63599443,5.390918396,51.62634095,27.09298468,6.609723675,0.954785339,6.869001639,0.740700799,33.59425858,100.0,857.7073970179999,30.201997,1.369802352,1.904013526,11.28061036,,,1.656832543,848.3880785,0.268724181,16.21915156,137.6013483,1.388108362,83.78084844,710.7867302,0.0,0.0,0.0,,,299.50303722300004,15.8622807,719.4288973619999,229.1332255,,,5.028684833,14445.16271,21.28067438
16,Australia,2010,0.635446571,0.18223709,0.015527779,843.2861666,73.25901978,22.36513547,99.541361853,3.977455445,13.20061049,5.183211398,51.88474288,28.35961297,5.896912269,0.843648695,6.122981606,0.691519723,37.55521009,100.0,738.1060500890001,25.20876739,1.369043462,1.886322391,11.69028393,59.28701561,93.47115257,1.555088659,793.1162177,0.357499151,22.98898837,182.3293951,1.197589508,77.01101163,610.7868227,0.0,0.0,0.0,,64.18757188,247.648199403,13.363976126,725.773849147,191.1932975,,13.85667538,4.96308208,14306.61771,19.75564415
17,Australia,2011,0.581915221,0.169220155,0.013703756,897.6360992,61.35562217,23.02590429,99.576611917,4.018269318,13.26091795,5.160034672,51.22899027,29.29883314,5.491231974,0.783672415,5.716197977,0.549053324,35.96459878,100.0,621.653145687,21.56264305,1.412416193,1.936377316,11.8126957,,,1.667743723,873.9397486,0.433771802,26.00949988,227.3073578,1.233971921,73.99050012,646.6323908,0.0,0.0,0.0,,,204.60404550099997,11.135558587999999,729.411660376,158.9193488,,13.95061662,5.10790293,14271.34055,19.47217659
18,Australia,2012,0.61583221,0.18223709,0.013300538,909.1881946,58.21505454,23.15844119,99.509065382,3.977628531,13.25361025,4.935854742,50.88957893,28.27637129,5.506119212,0.780016131,5.718441953,0.56800619,38.8273411,100.0,632.682068346,21.07021266,1.440301792,1.964623651,11.78066587,,,1.803295262,938.2141425,0.508880356,28.21946948,264.7590536,1.294414906,71.78053052,673.4550889,0.0,0.0,0.0,,,194.580270684,10.724808611,733.118422495,151.9313948,,14.05092468,5.226109082,14166.35021,20.83404978
19,Australia,2013,0.6053235,0.18223709,0.014558654,934.3000897,61.9067919,23.94168092,99.485680077,3.970414252,13.23647345,5.168560608,51.60743667,27.94959457,4.941586648,0.692255607,5.119307316,0.606345232,38.91214028,100.0,699.564256539,23.18458702,1.487868387,2.011962106,11.57985889,59.72903921,89.71092873,1.746610513,891.6113686,0.495339606,28.36004948,252.8614253,1.251270907,71.63995052,638.7499433,0.0,0.0,0.0,,60.4855752,207.60005714300002,11.523371616,739.511138111,161.4282856,,14.16529382,5.054436565,14008.772,20.44296876
20,Australia,2014,0.553764435,0.169220155,0.015735781,966.5704764,63.86188219,24.61119754,99.440258942,3.920023083,13.25195189,5.142493692,49.60128387,29.14315903,4.726694314,0.655099247,4.898685389,0.613004551,37.65380914,100.0,789.9022304050001,24.042342,1.476801039,1.97492015,11.01645407,,,1.429882071,735.0882619,0.418816274,29.29026685,215.3093135,1.011065797,70.70973315,519.7789484,0.0,0.0,0.0,,,216.85702489,12.173829914,747.777594203,168.7239808,,14.23695603,5.171627979,13859.56449,21.25555711
21,Australia,2015,0.629828819,0.195254025,0.01884561,965.8641598,75.37507575,24.30410947,99.27886947799999,3.859683125,13.27070669,5.183783816,47.35614613,29.70268893,4.850769851,0.672203541,5.059624845,0.757128801,38.80392148,100.0,991.320938217,28.87668004,1.479970678,1.966235761,10.79958727,,,1.259640261,645.5833154,0.322579895,25.60889047,165.3267241,0.937060366,74.39110953,480.2565913,0.0,0.0,0.0,,,259.13396163,14.686275469999998,752.69238169,203.5175175,,14.31619855,5.204082561,13857.66717,22.94116494
22,Australia,2016,0.744081237,0.234008752,0.020315052,1035.628635,75.7006237,24.17708749,99.26522431000001,3.855843768,13.35944004,5.216400435,47.37753825,29.97112886,5.081372246,0.707548239,5.35325112,0.751921737,38.33175829,100.0,1004.920390612,28.41179602,1.448387571,1.914358308,10.63937624,,,1.200046295,619.9914551,0.227854299,18.98712578,117.7185574,0.972191995,81.01287422,502.2728977,0.0,0.0,0.0,,,258.310784322,14.841420176,756.591681345,206.6571825,,14.38258531,5.074860612,13924.3536,22.65133288
23,Australia,2017,,,,,70.37267866,24.44732268,99.33932921299998,3.85713397,13.31972486,5.191635207,48.52509282,29.76412568,4.700349521,0.654221795,4.973043097,0.679053677,37.23308828,100.0,950.441057568,27.5157053,1.508709427,1.984761786,10.63247088,,,1.314630909,695.0261585,0.255180695,19.41082419,134.9103057,1.059450215,80.58917581,560.1158528,0.0,0.0,0.0,,,237.507406601,13.863479982,760.146349758,192.959922,,14.50804197,4.975856814,13918.5776,21.71078151
24,Australia,2018,,,,,70.65419783,25.17184931,99.37478246799999,3.896074614,13.35858721,5.131639185,48.68145255,30.95182644,4.40295415,0.594785799,4.546682168,0.628213991,34.68181116,100.0,952.726412922,27.67612839,1.527916081,1.998782305,10.59578135,,,1.626415647,849.1668982,0.396352292,24.3696802,206.9392574,1.230063355,75.6303198,642.2276408,0.0,0.0,0.0,,,233.604068446,13.846494604,764.423457883,187.0493779,,14.58758213,4.902543475,13508.78929,20.36672101
25,Australia,2019,,,,,71.71117103,25.26910824,99.342027613,3.829519297,,5.178872054,51.55177375,27.36773955,4.615894874,0.611516877,4.685250256,0.589600337,31.54799642,100.0,980.278025275,28.08125879,1.502555878,1.961129562,9.390996194,,,1.507224511,801.3077279,0.407522402,27.03793623,216.6570724,1.099702109,72.96206377,584.6506555,0.0,0.0,0.0,,,237.11749570899997,14.318920763000001,766.168593394,189.6980314,,,4.77284337,13248.06768,21.0804867
26,Australia,2020,,,,,66.43722513,24.52408045,99.372481167,3.527708263,,4.977086639,57.19416026,10.27384581,4.504273063,0.555096921,4.265232259,0.495543047,26.38689446,100.0,982.6316843100001,26.43582422,1.407666413,1.83200174,7.642955843,,,1.486040699,795.4836853,0.429326393,28.89062142,229.82018,1.056714307,71.10937858,565.6635054,0.0,0.0,0.0,,,213.637110664,14.430021346,768.3761332729999,177.8324785,,,4.3970341,12323.78485,32.53199393
27,Australia,2021,,,,,56.05821569,24.27168947,99.25465553199999,3.410415002,,5.061391668,53.64017495,17.15276238,4.559059087,0.554215099,4.344878719,0.480038291,29.32621832,100.0,871.586115718,24.04613874,1.469012635,1.873812908,8.705486002,,,1.506212836,826.1596036,0.50420513,33.47502542,276.5571373,1.002007706,66.52497458,549.6024662,0.0,0.0,0.0,,,181.10242308300002,12.832731931,783.969749032,155.9991581,,,4.354934786,12156.34823,29.20706267
28,Australia,2022,,,,,,,,,,5.190000118,44.94186968,30.24937692,4.949768926,0.578114455,4.566701695,0.480522331,29.89452111,100.0,858.8266766,23.78242239,1.479565221,1.87303244,10.74126372,,,1.564239521,865.4185443,0.504573677,32.25680406,279.1563641,1.059665844,67.74319594,586.2621802,0.0,0.0,0.0,,,168.330053001,12.697282699,789.930376699,148.2995021,,,4.571030899,11679.62513,24.8087534
29,Australia,2023,,,,,,,,,,5.185883903,43.42365552,30.84865174,,0.604984962,4.775035753,0.523521827,33.44112952,0.0,0.0,23.24875254,1.485066151,1.881541281,11.10909117,,,,,,,,,,,,,,,,,12.356227722,789.2817265269999,,,,4.718657351,,25.72703554
30,Austria,1994,,,,,75.09412003,27.20438387,100.000000001,1.926017607,128.8742123,,,,24.6158358,,16.85962835,1.390148124,35.65458578,99.99999999500001,318.42640301,,,,,,,,,,,,,,,,,,,,47.324688113,19.709059755000002,505.498910221,267.0417056,,1.465955786,,,
31,Austria,1995,,,,,64.33243329,26.03899713,99.99999999900001,1.951066508,135.808288916,,45.56196839,15.76688327,21.79444181,,15.22342324,1.17085584,35.509578302,100.00000000200001,311.07205370200006,,,,12.72358568,,,0.555465117,243.456417,0.295002371,53.10907238,129.2974447,0.258764076,46.58511723,113.4144573,0.00169867,0.305810398,0.744515037,53.7917088,,39.946434337999996,17.228680716,522.509403884,230.3161981,60.26093089,1.500042294,5.498741369,,38.67106816
32,Austria,1996,,,,,72.20493814,27.07757244,100.00000583299999,2.152488052,135.868880316,,44.09231536,14.90029472,17.89146505,,12.90360355,1.309039674,39.02353771,100.00000000200001,325.68720305100004,,,,13.38688401,,,0.556587653,243.8219093,0.323215271,58.07086614,141.5894946,0.233372382,41.92913386,102.2324147,,,,52.87610619,,40.856122527,17.977021883000003,535.909648133,241.930865,60.26093089,1.50967148,5.45781714,,41.00746323
33,Austria,1997,,,,,76.13357877,25.93558543,99.99999999500001,2.033144659,135.89917591600002,,47.28549011,15.7966286,18.83190362,,13.86790053,1.3078804400000001,34.926903613,99.999999996,376.849033206,,,,13.07857295,,,0.569615612,251.5608743,0.376211241,66.04651163,166.1471821,0.19340437,33.95348837,85.41369221,,,,55.9178744,,38.278568977999996,20.558182667,549.0055836920001,275.755672,60.26093089,1.514952288,5.480720901,,36.91788129
34,Austria,1998,,,,,83.86614276,29.02011817,100.000000002,2.294679476,135.984003854,,48.38739884,16.15076447,15.89614601,,12.07252693,1.375682153,37.640333719999994,99.999999999,379.453575866,,,,12.89767517,,,0.717608519,331.1954134,0.498608048,69.48190206,230.1208727,0.219000471,30.51809794,101.0745406,,,,55.34787124,,36.548463974,20.649536691,564.996391456,277.5690106,58.96497648,1.514909603,5.69283743,,35.46183669
35,Austria,1999,,,,,82.0216651,29.00001443,100.000000005,2.229633959,135.98885118099997,,47.49956626,16.37356656,17.26104858,,13.50045369,1.469503032,39.946203378,99.999999992,385.70893179200004,,,,13.02574883,,,0.741229189,347.5560659,0.549422033,74.12309729,257.6193208,0.191807156,25.87690271,89.93674504,,,,57.40740741,,36.827245675,21.422327689,582.333373825,287.7240509,56.37630662,1.534589305,5.675052678,,36.12686718
36,Austria,2000,,,,,94.07656867,30.01998558,99.99999461,2.316692018,135.969461924,,50.79561248,16.74649112,15.2484114,,12.18238731,1.593661985,39.244886707,100.000000003,445.698866217,,,,13.21909379,,,0.78368409,355.0235889,0.561312559,71.62485066,254.2851154,0.222371531,28.37514934,100.7384736,,,,51.6785351,,41.627334624,24.08993697,593.229213853,324.4299472,58.90556046,1.532800811,5.742016672,,32.4578964
37,Austria,2001,,,,,101.5101237,30.28825748,99.999995016,2.492963139,136.120940402,,50.8169986,16.91168771,14.66893806,,11.91202559,1.509710036,37.076614837,100.000000004,458.288341215,,,,12.78249838,,,0.77587547,356.6236079,0.485659046,62.5949737,223.2284536,0.290216423,37.4050263,133.3951543,,,,44.82758621,,41.752827525,24.541151007,602.700374109,330.6590469,62.91030367,1.542717809,5.661901162,,32.27131369
38,Austria,2002,,,,,102.3312934,32.43625324,99.999995444,2.714602911,136.325739251,,51.82786207,17.10414239,14.230095,,11.82881819,1.323389899,35.106348628,99.99999999799999,428.779022316,,,,12.98367565,,,0.760358272,354.0394577,0.525282309,69.08352668,244.5829432,0.234634919,30.85846868,109.2511551,0.000441043,0.05800464,0.205359314,35.59322034,,38.746591759999994,21.503985093999997,570.448964241,313.3543381,61.22166465,1.541460124,5.781320698,,31.06799555
39,Austria,2003,,,,,89.68236682,32.3477625,99.99999999699999,2.896206736,136.416626311,,51.18512465,16.7777655,13.51907323,,11.4635083,1.162884822,37.554256192,99.99999999399999,345.16892924499996,,,,13.18118236,,,0.775459727,359.115216,0.493827246,63.68186874,228.6912805,0.280338611,36.1512792,129.8247444,0.001293871,0.166852058,0.599191128,37.37957611,,31.478206263,17.876285789,577.297599196,262.5718518,57.80598053,1.56339228,5.758449414,,32.03717024
40,Austria,2004,0.734217445,7.270964615,0.037743462,1392.326767,79.11535487,32.22433953,100.00000419199999,2.9185048,136.517207995,,51.1660375,16.96462154,12.56276023,,10.74404862,1.052904883,38.840837076999996,99.99999999799999,304.793622176,,,,13.32853517,99.01359002,62.14888585,0.852904824,394.098963,0.550860155,64.58635704,254.5341634,0.297093117,34.83309144,137.2768522,0.004951552,0.580551524,2.287947536,38.87945671,0.61915017,27.541598078,15.754964146999999,581.188296705,231.8373759,61.48109608,1.568931966,5.716165157,,31.86934096
41,Austria,2005,0.729232462,7.270964615,0.038873045,1493.40391,77.66631796,32.97679796,100.00000000499999,2.983742491,136.845613234,,52.81256059,16.86504413,10.96057187,,9.334175516,0.988717383,37.984017407,100.000000006,283.219357657,,,,13.42031819,,,0.796615079,364.3005565,0.523467418,65.71146245,239.3872234,0.270392569,33.94268775,123.6534004,0.002755092,0.345849802,1.259932755,39.20353982,,26.821395459,15.222339347,584.803719203,221.6736244,60.79211346,1.565197913,5.784966441,,30.32244959
42,Austria,2006,0.725633148,7.270964615,0.038492699,1565.471642,69.58077056,32.43035232,99.999995728,2.829803108,136.669898221,,53.19040929,17.12953052,10.24162101,,8.828536636,0.930436083,37.840196468,99.999999994,298.48338198400006,,,,13.48869651,,,0.858024725,381.7667996,0.55596119,64.79547433,247.3676086,0.299449882,34.89991297,133.2362808,0.002613652,0.304612707,1.162910182,38.16499614,,27.669758772,14.434015442,587.021494815,211.9596454,60.93159161,1.568781436,5.712520851,,29.68006019
43,Austria,2007,0.723284842,7.270964615,0.037214936,1745.952227,60.60609315,34.1262174,100.00000424000001,2.843355309,136.509936935,,53.71350857,17.97366418,9.531382853,,8.329830425,0.778605005,36.528536542000005,100.00000000200001,257.300659182,,,,13.38705793,,,0.83774104,380.9275872,0.529970688,63.26187474,240.9819331,0.306361793,36.56998739,139.3051706,0.00140856,0.168137873,0.640483543,35.84070796,,24.638980362999998,12.628917069999998,592.490229885,186.279543,60.76298982,68.087595344,5.686998924,,28.31282725
44,Austria,2008,0.7210242,7.270964615,0.035780903,1857.743007,52.20314073,32.8774113,100.000000002,2.710386209,136.452981089,4.943039559,54.84610567,17.85739294,9.597539794,,8.159590535,0.690924206,35.872756533,100.00000000899999,232.219399915,,,,13.42492812,98.27012232,41.96096074,0.871794441,374.3674371,0.572912942,65.71651699,246.0212404,0.297860264,34.16634127,127.9076562,0.001021235,0.117141742,0.438540535,34.79880775,0.738651053,25.103800928,11.517498087,597.988030033,163.7472828,61.18603043,68.11181740800001,5.707454264,,27.29655002
45,Austria,2009,0.719137926,7.270964615,0.03521836,1695.880406,54.05981766,34.68289573,100.00000000200001,2.603159916,140.04120214600002,4.919514829,52.26433936,17.47598747,9.035553532,,7.586905122,0.800926289,38.567247129,99.99999999799999,216.65128698400002,,,,12.96046367,,,0.948466141,405.3862842,0.715862805,75.47584187,305.9687109,0.23086749,24.34114202,98.67565118,0.001735846,0.183016105,0.741922189,43.69178662,,26.537133408,12.618541067,607.624444154,174.3748305,65.68334578,69.043427764,5.677590735,,30.25972337
46,Austria,2010,0.717411236,7.270964615,0.040101882,1880.929105,57.43297391,32.96532449,100.0,2.693822515,145.347794509,4.783244639,54.60920792,16.88745543,7.756056358,,6.60018337,0.845052358,39.636133799999996,100.000000001,234.15170762099999,,,,13.32420187,98.11140357,52.35952374,0.789802818,332.6534839,0.654282522,82.84124947,275.5743025,0.131802781,16.68806162,55.51341837,0.003717514,0.470688917,1.565763082,58.90410959,1.007895168,27.405496131,13.167733493,617.6162242439999,181.4292801,72.24817791,70.237368011,5.588954479,,28.50333665
47,Austria,2011,0.714997051,7.270964615,0.03771529,1940.160109,50.3163813,32.60897952,100.00000460899999,2.588389187,156.839554002,4.978500527,54.63537618,16.48141055,7.220139787,0.926795884,6.232390963,0.835173493,42.96321948,100.00000000600001,217.217037913,,,,13.77669708,,,0.789349814,328.8617818,0.691003534,87.54084967,287.888398,0.097701386,12.37745098,40.70470583,0.000644894,0.081699346,0.268677926,61.98243413,,25.224606609,13.072253964,672.466405006,167.7988451,76.53040472,72.594311965,5.62547889,12836.25957,28.88321327
48,Austria,2012,0.711744532,7.270964615,0.039881688,1936.851178,52.89488505,34.13556214,99.999995383,2.56883572,156.451769267,5.031950837,55.66075248,17.05138767,7.336652938,0.924975273,6.298939109,0.830518903,40.334088139,100.00000000099999,220.51707268,,,,13.53397052,,,0.633290679,258.3647668,0.529729765,83.64717542,216.1148297,0.102619451,16.20416254,41.86584675,0.000941463,0.148662042,0.384090337,61.25592417,,27.692884213,14.022148629,680.984594173,176.7855296,77.27181545,72.88892111700001,5.621703063,12607.59206,27.28785985
49,Austria,2013,0.707561938,7.270964615,0.037787881,1917.022089,53.73446699,36.0643999,99.99999999799999,2.726010083,159.059621907,5.148554653,56.05399043,17.60523835,6.211980511,0.781888372,5.365678034,0.978709344,49.651036343,99.999999996,213.840801739,,,,13.07191189,98.87639394,56.23588937,0.624247091,256.656523,0.50878299,81.50346192,209.1839515,0.112068098,17.95252226,46.07631941,0.003396003,0.544015826,1.396252103,60.62906725,0.639050271,27.731951793,13.527117787,686.246045428,170.2628668,77.85858586,71.62921793599999,5.675997345,12586.78083,26.34077122
50,Austria,2014,0.7020536,7.270964615,0.038115685,1973.873777,51.19725806,37.50551618,100.000000001,2.651320516,159.071740172,4.917723866,55.53716455,19.07932719,5.720813085,0.729534438,5.031384136,0.9057267240000001,46.90431805,100.000000003,216.78088943699998,,,,12.45027171,,,0.609342322,254.7515973,0.470364246,77.19211823,196.6481542,0.13597639,22.31527094,56.84850916,0.003001686,0.492610837,1.254933977,59.55357143,,27.35567716,13.317602086,689.670544967,169.8298688,78.16787732,71.631699786,5.750410144,12752.28586,25.38350826
51,Austria,2015,0.694227579,7.270964615,0.045321313,2003.013411,60.64976658,37.63616724,99.99999568,2.680466021,159.04507995,4.972548831,54.13206114,19.39863784,6.214298599,0.802696121,5.54225017,1.061155563,46.898659785,100.0,253.58808873200002,,,,12.05450963,,,0.5826835,257.521737,0.449938555,77.21834497,198.8540232,0.132164004,22.68195414,58.41096227,0.000580941,0.099700897,0.256751483,60.33129904,,31.999047435999998,15.622609769,690.45433604,201.7960363,79.09661738,78.74781287100001,5.741329689,12916.92228,26.46925529
52,Austria,2016,0.686760674,7.270964615,0.045609829,2066.471337,60.61394615,38.71873932,100.00000416500001,2.746271691,169.938196802,4.938776236,52.81504827,19.47188437,5.44138531,0.711684207,4.944676849,1.099436414,49.812811933000006,99.999999992,253.037613043,,,,11.96263034,,,0.550602972,252.5788848,0.425885386,77.34890808,195.3670094,0.124158314,22.54951752,56.95531988,0.000559272,0.101574403,0.256555495,61.08676599,,31.812876361,15.334853954,694.785243117,200.566083,79.84543421,76.990895391,5.720906929,13079.09965,27.71306736
53,Austria,2017,,,,,58.83252704,38.26280979,99.99999593,2.790377248,174.07779928899998,4.934156475,52.90512637,19.34639572,5.11171454,0.671566507,4.705847049,1.108040505,52.553399432,100.000000001,245.74376144000001,,,,12.20636954,,,0.560426013,254.4443451,0.420184141,74.97584541,190.7717989,0.13942966,24.87922705,63.30378635,0.000812212,0.144927536,0.36875992,57.1547421,,30.371575751,14.774187333999999,700.7268829019999,194.1002241,79.66888754,73.79592778,5.71629136,13137.79362,27.74847791
